Site,season,Species,value,City,Long,Lat
IRC01,JU21,Striped Skunk,0,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,Virginia opossum,0,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,Weasel (cannot ID),0,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,Western Chipmunks,0,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,Western gray squirrel,0,lbca,-117.74100210763476,33.77069310192292
IRC07,AP21,Black bear,0,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Bobcat,0,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Brush Rabbit,1,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,California Ground Squirrel,1,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Coyote,14,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Deer,1,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Domestic cat,0,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Domestic dog,0,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Douglas squirrel,0,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Eastern gray squirrel,0,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Elk,0,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Fox squirrel,0,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Gray fox,0,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Mountain lion,0,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Rabbit,0,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Raccoon,0,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Red fox,0,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Stoat,0,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Striped Skunk,0,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Virginia opossum,0,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Weasel (cannot ID),0,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Western Chipmunks,0,lbca,-117.6474829372618,33.719440685685356
IRC07,AP21,Western gray squirrel,0,lbca,-117.6474829372618,33.719440685685356
MT,OC20,Black bear,0,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Bobcat,0,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Brush Rabbit,4,oaca,-122.1403056978608,37.7922600644958
MT,OC20,California Ground Squirrel,0,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Coyote,10,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Deer,24,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Domestic cat,0,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Domestic dog,24,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Douglas squirrel,0,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Eastern gray squirrel,0,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Elk,0,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Fox squirrel,0,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Gray fox,0,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Mountain lion,0,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Rabbit,0,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Raccoon,0,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Red fox,0,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Stoat,0,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Striped Skunk,0,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Virginia opossum,0,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Weasel (cannot ID),0,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Western Chipmunks,0,oaca,-122.1403056978608,37.7922600644958
MT,OC20,Western gray squirrel,0,oaca,-122.1403056978608,37.7922600644958
OAK,AP21,Black bear,0,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Bobcat,0,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Brush Rabbit,27,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,California Ground Squirrel,0,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Coyote,3,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Deer,0,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Domestic cat,0,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Domestic dog,0,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Douglas squirrel,0,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Eastern gray squirrel,0,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Elk,0,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Fox squirrel,1,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Gray fox,0,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Mountain lion,0,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Rabbit,0,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Raccoon,0,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Red fox,0,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Stoat,0,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Striped Skunk,1,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Virginia opossum,1,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Weasel (cannot ID),0,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Western Chipmunks,0,lbca,-117.80007884799603,33.81065672706404
OAK,AP21,Western gray squirrel,0,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Black bear,0,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Bobcat,0,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Brush Rabbit,1,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,California Ground Squirrel,0,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Coyote,8,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Deer,4,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Domestic cat,0,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Domestic dog,0,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Douglas squirrel,0,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Eastern gray squirrel,0,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Elk,0,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Fox squirrel,0,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Gray fox,0,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Mountain lion,0,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Rabbit,0,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Raccoon,0,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Red fox,0,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Stoat,0,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Striped Skunk,0,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Virginia opossum,0,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Weasel (cannot ID),0,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Western Chipmunks,0,lbca,-117.80007884799603,33.81065672706404
OAK,JU21,Western gray squirrel,0,lbca,-117.80007884799603,33.81065672706404
PWETZ01,AP21,Black bear,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Bobcat,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Brush Rabbit,25,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,California Ground Squirrel,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Coyote,7,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Deer,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Domestic cat,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Domestic dog,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Douglas squirrel,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Eastern gray squirrel,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Elk,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Fox squirrel,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Gray fox,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Mountain lion,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Rabbit,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Raccoon,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Red fox,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Stoat,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Striped Skunk,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Virginia opossum,1,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Weasel (cannot ID),0,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Western Chipmunks,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,AP21,Western gray squirrel,0,lbca,-117.783433805852,33.793357122951015
H01-DEB1,AP21,Black bear,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Bobcat,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Brush Rabbit,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,California Ground Squirrel,17,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Coyote,4,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Deer,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Domestic cat,1,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Domestic dog,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Douglas squirrel,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Eastern gray squirrel,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Elk,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Fox squirrel,29,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Gray fox,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Mountain lion,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Rabbit,32,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Raccoon,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Red fox,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Stoat,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Striped Skunk,7,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Virginia opossum,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Weasel (cannot ID),0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Western Chipmunks,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,AP21,Western gray squirrel,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Black bear,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Bobcat,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Brush Rabbit,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,California Ground Squirrel,10,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Coyote,6,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Deer,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Domestic cat,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Domestic dog,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Douglas squirrel,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Eastern gray squirrel,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Elk,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Fox squirrel,58,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Gray fox,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Mountain lion,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Rabbit,117,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Raccoon,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Red fox,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Stoat,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Striped Skunk,3,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Virginia opossum,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Weasel (cannot ID),0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Western Chipmunks,0,paca,-118.19955983106364,34.09682057580613
H01-DEB1,JA21,Western gray squirrel,0,paca,-118.19955983106364,34.09682057580613
H01-OXY1,AP21,Black bear,0,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Bobcat,0,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Brush Rabbit,0,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,California Ground Squirrel,13,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Coyote,0,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Deer,0,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Domestic cat,0,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Domestic dog,1,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Douglas squirrel,0,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Eastern gray squirrel,0,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Elk,0,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Fox squirrel,13,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Gray fox,0,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Mountain lion,0,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Rabbit,8,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Raccoon,1,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Red fox,0,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Stoat,0,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Striped Skunk,1,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Virginia opossum,0,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Weasel (cannot ID),0,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Western Chipmunks,0,paca,-118.20939813219788,34.126927657671985
H01-OXY1,AP21,Western gray squirrel,0,paca,-118.20939813219788,34.126927657671985
H01-SPS1,JU21,Black bear,0,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Bobcat,0,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Brush Rabbit,0,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,California Ground Squirrel,12,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Coyote,0,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Deer,0,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Domestic cat,0,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Domestic dog,4,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Douglas squirrel,0,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Eastern gray squirrel,0,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Elk,0,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Fox squirrel,1,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Gray fox,0,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Mountain lion,0,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Rabbit,2,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Raccoon,0,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Red fox,0,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Stoat,0,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Striped Skunk,0,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Virginia opossum,0,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Weasel (cannot ID),0,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Western Chipmunks,0,paca,-118.16734266948976,34.124358734572354
H01-SPS1,JU21,Western gray squirrel,0,paca,-118.16734266948976,34.124358734572354
BT,JA21,Black bear,0,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Bobcat,0,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Brush Rabbit,0,oaca,-122.09740103019818,37.74199827050061
BT,JA21,California Ground Squirrel,0,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Coyote,2,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Deer,3,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Domestic cat,0,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Domestic dog,0,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Douglas squirrel,0,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Eastern gray squirrel,0,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Elk,0,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Fox squirrel,0,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Gray fox,0,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Mountain lion,0,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Rabbit,0,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Raccoon,0,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Red fox,0,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Stoat,0,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Striped Skunk,1,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Virginia opossum,0,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Weasel (cannot ID),0,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Western Chipmunks,0,oaca,-122.09740103019818,37.74199827050061
BT,JA21,Western gray squirrel,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Black bear,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Bobcat,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Brush Rabbit,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,California Ground Squirrel,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Coyote,2,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Deer,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Domestic cat,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Domestic dog,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Douglas squirrel,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Eastern gray squirrel,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Elk,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Fox squirrel,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Gray fox,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Mountain lion,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Rabbit,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Raccoon,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Red fox,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Stoat,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Striped Skunk,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Virginia opossum,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Weasel (cannot ID),0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Western Chipmunks,0,oaca,-122.09740103019818,37.74199827050061
BT,JU21,Western gray squirrel,0,oaca,-122.09740103019818,37.74199827050061
CalT01,AP21,Black bear,0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Bobcat,0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Brush Rabbit,0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,California Ground Squirrel,0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Coyote,2,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Deer,0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Domestic cat,0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Domestic dog,0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Douglas squirrel,0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Eastern gray squirrel,0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Elk,0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Fox squirrel,0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Gray fox,0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Mountain lion,0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Rabbit,0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Raccoon,0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Red fox,0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Stoat,0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Striped Skunk,0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Virginia opossum,0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Weasel (cannot ID),0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Western Chipmunks,0,lbca,-117.91630006668773,33.815719290585086
CalT01,AP21,Western gray squirrel,0,lbca,-117.91630006668773,33.815719290585086
CB,AP21,Black bear,0,oaca,-122.18035727643792,37.803142529093726
CB,AP21,Bobcat,0,oaca,-122.18035727643792,37.803142529093726
CB,AP21,Brush Rabbit,0,oaca,-122.18035727643792,37.803142529093726
CB,AP21,California Ground Squirrel,0,oaca,-122.18035727643792,37.803142529093726
CB,AP21,Coyote,7,oaca,-122.18035727643792,37.803142529093726
CB,AP21,Deer,0,oaca,-122.18035727643792,37.803142529093726
CB,AP21,Domestic cat,0,oaca,-122.18035727643792,37.803142529093726
CB,AP21,Domestic dog,0,oaca,-122.18035727643792,37.803142529093726
CB,AP21,Douglas squirrel,0,oaca,-122.18035727643792,37.803142529093726
CB,AP21,Eastern gray squirrel,0,oaca,-122.18035727643792,37.803142529093726
CB,AP21,Elk,0,oaca,-122.18035727643792,37.803142529093726
CB,AP21,Fox squirrel,0,oaca,-122.18035727643792,37.803142529093726
CB,AP21,Gray fox,0,oaca,-122.18035727643792,37.803142529093726
CB,AP21,Mountain lion,0,oaca,-122.18035727643792,37.803142529093726
CB,AP21,Rabbit,0,oaca,-122.18035727643792,37.803142529093726
CB,AP21,Raccoon,3,oaca,-122.18035727643792,37.803142529093726
